,station,date,avg_aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
1826,"IITG, Guwahati - PCBA",2025-03-23,3.7083333333333335,1007.7554166666667,0.12333333333333331,18.91166666666667,49.897083333333335,5.210833333333333,53.81875,61.38166666666668,11.082500000000001
1827,"IITG, Guwahati - PCBA",2025-03-24,3.625,974.6554166666666,0.33083333333333337,12.534166666666666,70.79083333333332,3.6245833333333337,48.02291666666667,61.65833333333333,17.55666666666667
1828,"IITG, Guwahati - PCBA",2025-03-25,4.708333333333333,1162.4108333333331,0.35291666666666677,12.949166666666668,79.87125000000002,5.058333333333333,87.21458333333334,108.12041666666669,25.945000000000004
1829,"IITG, Guwahati - PCBA",2025-03-26,5.0,1063.3870833333333,0.27625,10.115833333333333,89.03541666666668,6.544583333333333,109.60375000000003,130.05666666666667,22.445833333333336
1830,"LGBI Airport, Guwahati - PCBA",2024-03-26,2.6666666666666665,832.2404166666664,0.12291666666666667,9.747916666666665,47.677083333333336,6.589583333333334,32.779999999999994,38.01500000000001,5.973333333333333
1831,"LGBI Airport, Guwahati - PCBA",2024-03-27,2.8333333333333335,772.4362499999999,0.14958333333333332,10.100833333333332,59.477916666666665,6.228333333333333,29.019166666666667,34.663333333333334,7.421666666666664
1832,"LGBI Airport, Guwahati - PCBA",2024-03-28,3.2916666666666665,858.3858333333333,0.3145833333333333,12.095416666666665,62.643333333333324,6.424166666666667,41.04416666666667,51.58958333333333,9.115
1833,"LGBI Airport, Guwahati - PCBA",2024-03-29,3.5,865.8962500000001,0.5208333333333334,10.349583333333333,64.78416666666666,7.00875,50.798333333333325,61.88291666666667,11.949166666666665
1834,"LGBI Airport, Guwahati - PCBA",2024-03-30,3.5,812.2125,0.6391666666666667,10.2175,54.29124999999999,5.255833333333333,47.37791666666667,57.87833333333333,13.064583333333333
1835,"LGBI Airport, Guwahati - PCBA",2024-03-31,2.7916666666666665,758.8066666666667,0.06791666666666667,8.053333333333336,43.87291666666667,4.51,28.903750000000002,33.99125,8.901250000000001
1836,"LGBI Airport, Guwahati - PCBA",2024-04-01,3.9166666666666665,969.0929166666666,0.34833333333333333,13.013333333333335,67.77791666666667,8.230416666666667,64.69375000000001,77.09416666666665,11.935
1837,"LGBI Airport, Guwahati - PCBA",2024-04-02,3.5,784.9529166666666,0.1929166666666667,10.956249999999999,58.662499999999994,6.957916666666666,48.038750000000014,58.951249999999995,10.080833333333334
1838,"LGBI Airport, Guwahati - PCBA",2024-04-03,3.125,628.3516666666666,0.1516666666666667,7.471666666666665,79.06458333333333,6.096666666666665,39.03916666666667,46.41208333333335,8.255
1839,"LGBI Airport, Guwahati - PCBA",2024-04-04,3.0,615.5570833333331,0.13666666666666666,7.1958333333333355,75.11791666666666,5.96,35.5075,41.02916666666667,7.708333333333333
1840,"LGBI Airport, Guwahati - PCBA",2024-04-05,2.9583333333333335,586.0720833333332,0.11125000000000002,6.18375,84.13291666666667,5.668333333333334,34.80208333333333,40.3975,7.333749999999998
1841,"LGBI Airport, Guwahati - PCBA",2024-04-06,3.3333333333333335,805.5370833333333,0.13416666666666663,12.757083333333332,62.79416666666666,6.954166666666667,44.38041666666666,53.612083333333324,12.65875
1842,"LGBI Airport, Guwahati - PCBA",2024-04-07,4.416666666666667,904.0041666666667,0.27625000000000005,14.464166666666664,73.17083333333333,8.131666666666666,76.26125,95.47416666666668,26.577500000000004
1843,"LGBI Airport, Guwahati - PCBA",2024-04-08,3.875,692.0495833333334,0.20958333333333332,10.63,67.63708333333334,7.165,58.97083333333333,73.635,16.535416666666666
1844,"LGBI Airport, Guwahati - PCBA",2024-04-09,4.541666666666667,996.9074999999999,0.5374999999999999,18.512500000000003,70.62625,9.579583333333334,87.66333333333334,108.28083333333332,19.684583333333336
1845,"LGBI Airport, Guwahati - PCBA",2024-04-10,3.8333333333333335,862.2804166666666,0.15916666666666665,16.76125,64.40958333333332,7.527916666666666,54.25,67.47958333333334,13.709166666666667
1846,"LGBI Airport, Guwahati - PCBA",2024-04-11,3.5416666666666665,784.3975,0.1941666666666667,14.361249999999998,80.48791666666666,8.559166666666668,43.73749999999999,54.964999999999996,15.627499999999998
1847,"LGBI Airport, Guwahati - PCBA",2024-04-12,3.9166666666666665,868.8170833333335,0.2304166666666666,14.13541666666667,71.265,7.144166666666666,54.81583333333333,70.21333333333334,16.746666666666666
1848,"LGBI Airport, Guwahati - PCBA",2024-04-13,4.291666666666667,809.9862499999999,0.1366666666666667,11.836666666666664,66.82541666666667,5.66375,66.93500000000002,81.68583333333335,16.009166666666665
1849,"LGBI Airport, Guwahati - PCBA",2024-04-14,4.333333333333333,766.8725000000001,0.24874999999999994,10.233333333333333,77.94083333333334,5.904166666666668,72.97249999999998,85.47833333333335,16.878333333333334
1850,"LGBI Airport, Guwahati - PCBA",2024-04-15,4.0,730.9916666666667,0.008333333333333333,10.081666666666667,24.796666666666667,3.095,62.071666666666665,73.00333333333333,15.959999999999999
1851,"LGBI Airport, Guwahati - PCBA",2024-04-16,3.4444444444444446,723.9449999999999,0.29277777777777775,7.242777777777778,97.61333333333333,7.265555555555555,54.52888888888889,60.830000000000005,9.697777777777778
1852,"LGBI Airport, Guwahati - PCBA",2024-04-17,3.0416666666666665,631.6895833333333,0.07916666666666668,5.0025,105.02333333333335,6.99125,33.99166666666667,37.40625000000001,6.0183333333333335
1853,"LGBI Airport, Guwahati - PCBA",2024-04-18,2.625,650.0479166666667,0.08583333333333333,6.785,88.79666666666668,5.697916666666668,25.089583333333326,30.286666666666672,8.303749999999999
1854,"LGBI Airport, Guwahati - PCBA",2024-04-19,2.875,699.2820833333334,0.11875000000000001,7.539583333333334,74.22333333333334,5.716666666666666,32.59791666666667,39.257083333333334,8.023333333333333
1855,"LGBI Airport, Guwahati - PCBA",2024-04-20,2.3333333333333335,539.0637499999999,0.055833333333333346,3.537083333333334,89.82416666666666,4.196250000000001,15.192083333333331,17.14,5.402500000000001
1856,"LGBI Airport, Guwahati - PCBA",2024-04-21,2.5,553.8066666666666,0.09791666666666665,4.115416666666667,81.50833333333333,3.78375,19.943749999999998,23.733750000000004,6.284166666666667
1857,"LGBI Airport, Guwahati - PCBA",2024-04-22,2.2916666666666665,566.32375,0.09249999999999999,5.817916666666666,66.17583333333332,4.943333333333333,19.285833333333336,24.826666666666664,7.703333333333336
1858,"LGBI Airport, Guwahati - PCBA",2024-04-23,2.75,685.3733333333333,0.1304166666666667,9.757916666666667,70.22916666666667,6.131666666666667,29.770833333333332,37.94416666666666,10.257083333333336
1859,"LGBI Airport, Guwahati - PCBA",2024-04-24,3.4583333333333335,658.8100000000001,0.24416666666666673,8.084166666666667,81.97208333333334,6.1525,40.880833333333335,51.45708333333334,9.392083333333332
1860,"LGBI Airport, Guwahati - PCBA",2024-04-25,2.625,500.67958333333337,0.09874999999999999,4.801666666666667,95.27833333333332,5.582083333333334,24.977499999999996,29.73625,7.80875
1861,"LGBI Airport, Guwahati - PCBA",2024-04-26,2.75,500.12208333333336,0.09624999999999999,4.671666666666668,95.99333333333334,5.505833333333334,28.922916666666662,34.794583333333335,8.52083333333333
1862,"LGBI Airport, Guwahati - PCBA",2024-04-27,3.0833333333333335,499.0091666666667,0.08625,4.2775,94.92,4.736666666666666,33.77791666666666,39.806666666666665,9.525833333333335
1863,"LGBI Airport, Guwahati - PCBA",2024-04-28,2.6666666666666665,489.8308333333334,0.0716666666666667,3.172083333333333,98.4375,3.4087499999999995,24.179583333333337,26.92916666666667,6.5133333333333345
1864,"LGBI Airport, Guwahati - PCBA",2024-04-29,2.4166666666666665,505.6850000000002,0.10791666666666666,4.314583333333334,81.37541666666665,4.600833333333333,18.3675,22.608333333333334,6.773333333333333
1865,"LGBI Airport, Guwahati - PCBA",2024-04-30,2.2916666666666665,492.6120833333334,0.09749999999999999,4.246249999999999,78.85708333333334,4.623750000000001,16.664583333333336,21.183333333333334,7.3999999999999995
1866,"LGBI Airport, Guwahati - PCBA",2024-05-01,2.7916666666666665,606.2391666666666,0.085,8.984583333333335,77.14291666666666,6.14375,28.523749999999996,38.79416666666666,10.293750000000001
1867,"LGBI Airport, Guwahati - PCBA",2024-05-02,3.4166666666666665,580.2304166666664,0.16916666666666666,8.152083333333334,90.72500000000001,5.312500000000001,38.0325,55.90375000000001,9.42875
1868,"LGBI Airport, Guwahati - PCBA",2024-05-03,2.9583333333333335,517.7854166666667,0.10083333333333333,6.4624999999999995,79.27374999999999,5.729166666666667,30.88791666666667,41.059583333333336,9.793333333333331
